Name,Net weight,Price
"J&Y Parmesan Cheese Powder | 30g","30",27.5
"DJ Spice Sesameseeds Black | 30g","30",26.5
"Fat Thin Star Anise | 20g","20",26.5
"JB Boneless Bagoong (Class B) | 320ml","320",24.5
"Ispice Cinnamon Powder | 50g","50",24
"Ispice Curry Powder | 50g","50",24
"Ispice Black Pepper Whole | 30g","30",24
"Ispice Black Pepper Granules | 30g","30",24
"Ispice Black Pepper Powder | 30g","30",24
"Hakone Sardines Chili Premium | 155g","155",23.25
"Arbis Spanish Paprika | 30g","30",27
"Hakone Sardines Tomato Sauce Premium | 155g","155",22.45
"Gaga 100 goreng Extrahot Fried Noodles | 88g","88",22.5
"Ispice Turmeric Powder | 50g","50",22
"Arbis Fried Minced Garlic | 50g","50",22
"Ispice Fried Garlic | 50g","50",21.5
"Ispice Atsuete Powder | 50g","50",21.5
"Lasap Hot Sauce | 100g","100",22.5
"Ispice White Pepper Powder | 30g","30",20
"Ispice Sesame Seed | 50g","50",19.5
"Ispice Tenga Ng Daga | 20g","20",19.5
"Lasap Tamarind Mix | 40g","40",18.5
"Lasap Chicken Gravy Mix | 30g","30",18
"Gaga goreng Special Fried Nodles | 75g","75",16.5
"Menu Breading Mix | 100g","100",16.5
"J&Y Whole Italian Seasoning | 10g","10",16
"Ispice Cheese Powder | 30g","30",15
"Lasap Breadng Mx garlic | 65g","65",14.5
"Happy Mie Mi Goreng Hot Spicy | 70g","70",12
"Happy Mie Mi goreng Original | 70g","70",12
"Ispice Bayleaf | 10g","10",10
"Ispice Black Pepper Whole Ties | 10pcs","10",10
"Ispice Black Pepper Granules Ties | 10pcs","10",10
"Ispice Black Pepper Powder Ties | 10pcs","10",10
"SM BONUS SOUR CREAM POWDER 50G","50",22
"Ispice Bayleaf Ties | 10pcs","10",10
"SM BONUS BLACK PEPPER WHOLE 75G","75",47
"SM BONUS CHEESE POWDER 50G","50",20
"SM BONUS BLACK PEPPER GRANULES 75G","75",47
"Special Rice Local 11 | 1000g-1200g","1000",84
"Special Rice Local 7 | 1000g-1200g","1000",115.2
"Special Rice Local 4 | 1000g-1200g","1000",103.2
"Special Rice Local 5 | 1000g-1200g","1000",82.8
"Special Rice Imported | 1000g-1200g","1000",87.6
"Special Rice Local 3 | 1000g-1200g","1000",88.2
"Special Rice Local 2 | 1000g-1200g","1000",81
"Special Rice Local 6 | 1000g-1200g","1000",97.8
"Special Rice Local 9 | 1000g-1200g","1000",80.4
"Nestum Cereal Original Pouch | 450g","450",264.5
"UFC Super Fiesta Coconut Duo Pack | 1L 2pcs","1",323
"Mama Sitas BBQ Marinade Spouch | 350ml","350",84.5
"Lorins Patis Puro Mansi | 150ml","150",39.25
"Lorins Coco Suka | 150ml","150",48.5
"UFC Cheesy Overload Sauce Sup | 200g","200",89.5
"UFC Meaty Overload Sauce Sup | 250g","250",79.5
"Hapi Fiesta Oil Canola Blend | 900ml","900",124.5
"Jolly Peach Halves | 565g","565",80.5
"Mega Squid In Soy Sauce With Chili | 155g","155",42.5
"Mega Squid In Soy Sauce | 155g","155",41.5
"Mega Corned Sard In Tomato Sauce With Chili | 155g","155",17.25
"UFC Shitake Mushroom | 198g","198",39.5
"Purefoods Corned Beef Bulgogi | 210g","210",128
"Purefoods Corned Beef Mechado | 210g","210",128
"Star Nutri Meats Ulam Kare Kare | 150g","150",34.5
"Star Nutri Meats Ulam Mechado | 150g","150",34.5
"Star Nutri Meats Ulam Caldereta | 150g","150",31.5
"Star Nutri Meats Ulam Adobo | 150g","150",31.5
"Star Nutri Meats Liver Spread | 85g","85",23.5
"Magnolia Sandwich Spreads Jar | 520ml","520",199.5
"Magnolia Chicken Spreads Jar | 520ml","520",259.5
"Unmeat Luncheon Meat Style | 175g","175",99
"Unmeat Corned Beef Style | 200g","200",99
"Nissin Pasta Cheesy Ham & Bacon | 60g","60",19
"Knorr Hot Meals Beef Goto Mix | 32g","32",19
"Knorr Hot Meals Arroz Caldo Mix Sachet | 32g","32",19
"Nestle Trix Cereal | 160g","160",132.5
